"chr"	"pos"	"lod"
"TA002853-0110-w"	"6D"	17.014028	0.157693832520831
"wsnp_Ex_c14439_22426200"	"6D"	17.014029	0.157694477878579
"c6D.loc8"	"6D"	17.471	6.55841965247979
"IACX9471"	"6D"	18.19903	11.2737464979246
"c6D.loc9"	"6D"	18.471	5.99517602571328
"BobWhite_c11347_194"	"6D"	18.996031	0.190893242215211
"Excalibur_c7731_2743"	"6D"	18.996032	0.190892355892938
"Excalibur_c7731_645"	"6D"	18.996033	0.190888033154046
"Kukri_c55362_75"	"6D"	18.996034	0.190849120830329
"Ra_c2102_2212"	"6D"	18.996035	0.190844782687144
"RAC875_c2102_2959"	"6D"	18.996036	0.19084430815667
"wsnp_Ku_c2637_5009091"	"6D"	18.996037	0.190844322797261
"D_contig14230_361"	"6D"	19.046038	0.222334896235893
"c6D.loc10"	"6D"	19.471	0.246035769160276
"Excalibur_c1991_1504"	"6D"	20.405039	0.297871143253303
"c6D.loc11"	"6D"	20.471	0.287405787117081
"RAC875_rep_c85994_258"	"6D"	20.57804	0.270327934212908
"BobWhite_c7090_2001"	"6D"	20.746041	0.05148758316572
"Excalibur_rep_c66622_1066"	"6D"	20.746042	0.0514746524242184
"Excalibur_rep_c84264_67"	"6D"	20.746043	0.0514731944350544
"Excalibur_s114066_247"	"6D"	20.746044	0.0514723391137224
"Kukri_rep_c68823_315"	"6D"	20.746045	0.051472439679511
"Kukri_rep_c68823_696"	"6D"	20.746046	0.0514724677806306
"c6D.loc12"	"6D"	21.471	0.367885539912425
"BobWhite_c11808_975"	"6D"	21.827047	0.517925104602021
"c6D.loc13"	"6D"	22.471	0.534512021908721
"BobWhite_c7090_522"	"6D"	22.925048	0.546144009314748
"BobWhite_c7090_778"	"6D"	22.925049	0.546144260018014
"BS00063476_51"	"6D"	22.92505	0.546144284654932
"Excalibur_c53680_124"	"6D"	22.925051	0.546144468103378
"GENE-0785_57"	"6D"	22.925052	0.546145078098426
"Kukri_c73802_205"	"6D"	22.925053	0.546150396276808
"Kukri_c9310_156"	"6D"	22.925054	0.546152043060232
"Kukri_rep_c105352_281"	"6D"	22.925055	0.546161030666312
"RAC875_c119_2803"	"6D"	22.925056	0.546242036527904
"RAC875_c57371_238"	"6D"	22.925057	0.546254142114776
"RAC875_c78607_75"	"6D"	22.925058	0.546363074516297
"RAC875_c98242_422"	"6D"	22.925059	0.547343496329145
"RAC875_rep_c109653_409"	"6D"	22.92506	0.547452435893092
"RAC875_rep_c118305_446"	"6D"	22.925061	0.547460218217704
"RAC875_rep_c70499_703"	"6D"	22.925062	0.547461083271415
"wsnp_CAP12_c720_382116"	"6D"	22.925063	0.547473200836837
"wsnp_Ex_c3405_6252997"	"6D"	22.925064	0.547582241045287
"Ex_c350_344"	"6D"	22.966065	1.05190489528898
"Excalibur_c14491_905"	"6D"	22.966066	1.05190630177487
"Excalibur_rep_c99143_422"	"6D"	22.966067	1.0519190124681
"RAC875_c67463_300"	"6D"	23.322068	2.17282182244796
"c6D.loc14"	"6D"	23.471	3.53780970140688
"BS00021983_51"	"6D"	23.841069	7.73183412659057
"BS00022523_51"	"6D"	23.84107	7.73183549136939
"D_contig17056_55"	"6D"	23.841071	7.73184842021872
"Ra_c42576_780"	"6D"	23.841072	7.73184985989201
"RAC875_c3996_851"	"6D"	24.028073	7.71818105420546
"Kukri_c67545_498"	"6D"	24.215074	7.34415943476991
"c6D.loc15"	"6D"	24.471	7.32650697687773
"BobWhite_rep_c52808_186"	"6D"	24.766075	7.30609608204066
"BS00093063_51"	"6D"	24.766076	7.30609568971373
"Ex_c882_534"	"6D"	24.766077	7.30609570769169
"Excalibur_c97505_90"	"6D"	24.766078	7.30609571823529
"IAAV1942"	"6D"	24.766079	7.30609507548692
"Kukri_c17961_350"	"6D"	24.76608	7.30608867839979
"Kukri_c17961_503"	"6D"	24.766081	7.30608796397954
"Kukri_c40652_167"	"6D"	24.766082	7.30608785190247
"Kukri_c89555_57"	"6D"	24.766083	7.30608754554724
"wsnp_Ex_c1988_3742022"	"6D"	24.766084	7.30608743347001
"c6D.loc16"	"6D"	25.471	7.03546512858363
"D_contig28872_1127"	"6D"	26.047085	6.66923160427923
"c6D.loc17"	"6D"	26.471	6.59525510271303
"Kukri_c43200_235"	"6D"	26.571086	6.57744508481299
"CAP8_c2184_62"	"6D"	26.890087	6.35082288829406
"Kukri_c14343_88"	"6D"	26.890088	6.35081666373802
"BobWhite_c31126_139"	"6D"	27.214089	6.15340580382991
"c6D.loc18"	"6D"	27.471	4.8613898194129
"c6D.loc19"	"6D"	28.471	1.29995119650956
"D_contig56287_328"	"6D"	28.96409	0.0967762427169276
"D_F1BEJMU02FQB95_180"	"6D"	28.964091	0.0967759994049402
"Kukri_c169_143"	"6D"	28.964092	0.0967759724348269
"RAC875_c6138_1112"	"6D"	28.964093	0.0967759699998112
"Kukri_c27275_204"	"6D"	29.338094	0.0986699385065499
"c6D.loc20"	"6D"	29.471	0.0967867842176169
"RAC875_c16218_534"	"6D"	30.094095	0.0878758458705384
"c6D.loc21"	"6D"	30.471	0.0898408930110755
"c6D.loc22"	"6D"	31.471	0.0950759136627362
"D_contig33824_208"	"6D"	31.521096	0.095338954880944
"D_GBUVHFX01BJVOK_322"	"6D"	31.521097	0.0953389794525954
"JD_c51136_288"	"6D"	31.521098	0.0953389808314782
"c6D.loc23"	"6D"	32.471	0.0955965514491339
"c6D.loc24"	"6D"	33.471	0.0958616479128658
"c6D.loc25"	"6D"	34.471	0.0961207811185822
"D_GB5Y7FA01DZ4UZ_316"	"6D"	34.652099	0.0961670878278973
"D_GA8KES401DTOBP_77"	"6D"	35.4541	0.0973179950047083
"c6D.loc26"	"6D"	35.471	0.0976030193368942
"c6D.loc27"	"6D"	36.471	0.11448560069574
"c6D.loc28"	"6D"	37.471	0.13139987427984
"tplb0025k19_1539"	"6D"	38.143101	0.142784333194584
"c6D.loc29"	"6D"	38.471	0.143695651289278
"c6D.loc30"	"6D"	39.471	0.14648082851107
"D_contig29325_127"	"6D"	39.934102	0.14777353458943
"RAC875_c25800_981"	"6D"	39.934103	0.147773551672213
"Tdurum_contig54917_597"	"6D"	39.934104	0.147773704819127
"c6D.loc31"	"6D"	40.471	0.14963037494277
"c6D.loc32"	"6D"	41.471	0.151120469117036
"c6D.loc33"	"6D"	42.471	0.149734684429493
"Excalibur_c10393_2027"	"6D"	43.088105	0.147263249140181
"c6D.loc34"	"6D"	43.471	0.106610517698179
"c6D.loc35"	"6D"	44.471	0.0265330052725261
"D_contig17879_55"	"6D"	45.390106	0.0135417508323705
"GENE-0418_518"	"6D"	45.390107	0.0135417499807033
"c6D.loc36"	"6D"	45.471	0.0135121855865528
"c6D.loc37"	"6D"	46.471	0.0131593067258571
"c6D.loc38"	"6D"	47.471	0.0128284696206471
"c6D.loc39"	"6D"	48.471	0.0125180107157732
"c6D.loc40"	"6D"	49.471	0.0122263761601822
"c6D.loc41"	"6D"	50.471	0.0119521865642902
"c6D.loc42"	"6D"	51.471	0.0116941617138941
"c6D.loc43"	"6D"	52.471	0.0114511513072628
"D_GB5Y7FA02FHK0M_407"	"6D"	53.078108	0.0113104863611611
"Kukri_c61725_160"	"6D"	53.078109	0.0113104780218158
"c6D.loc44"	"6D"	53.471	0.0111294876404742
"Kukri_c78263_296"	"6D"	54.19011	0.0108105144110979
"RAC875_c26177_632"	"6D"	54.263111	0.0107343669636215
"Tdurum_contig47020_173"	"6D"	54.263112	0.010734364781154
"c6D.loc45"	"6D"	54.471	0.0070949374427336
"c6D.loc46"	"6D"	55.471	0.000441969013738941
"c6D.loc47"	"6D"	56.471	0.0180199109593246
"RAC875_c5546_1963"	"6D"	56.802113	0.0288107067106651
"c6D.loc48"	"6D"	57.471	0.109989327577317
"Excalibur_c99104_213"	"6D"	58.124114	0.229202485804443
"D_GBF1XID01BUCWE_277"	"6D"	58.128115	0.229355147756614
"Excalibur_c12484_134"	"6D"	58.128116	0.229355347436432
"c6D.loc49"	"6D"	58.471	0.22117536247595
"Excalibur_rep_c109928_205"	"6D"	58.734117	0.212843784659821
"Ku_c586_811"	"6D"	58.748118	0.212870609655031
"c6D.loc50"	"6D"	59.471	0.203286512990019
"c6D.loc51"	"6D"	60.471	0.166659347176726
"Kukri_c30988_208"	"6D"	60.817119	0.132566806001215
"tplb0040h19_458"	"6D"	60.81712	0.132566793562297
"c6D.loc52"	"6D"	61.471	0.130576749185998
"c6D.loc53"	"6D"	62.471	0.127461231573388
"c6D.loc54"	"6D"	63.471	0.124258666221461
"CAP11_c4727_205"	"6D"	63.579121	0.123907185528495
"c6D.loc55"	"6D"	64.471	0.120728783220056
"BS00066966_51"	"6D"	64.582122	0.120306477834134
"c6D.loc56"	"6D"	65.471	0.0627174766969247
"Excalibur_c41792_150"	"6D"	66.150123	0.018528629719075
"D_contig18510_788"	"6D"	66.355124	0.0258735561486141
"D_contig74476_483"	"6D"	66.355125	0.0258735614144427
"D_contig79131_437"	"6D"	66.355126	0.0258736007001943
"D_GBF1XID01AENVZ_176"	"6D"	66.355127	0.0258736059586191
"Excalibur_c6626_744"	"6D"	66.355128	0.0258736452220703
"Excalibur_rep_c106342_94"	"6D"	66.355129	0.0258736502632715
"Kukri_c28198_463"	"6D"	66.35513	0.025873658684624
"RAC875_s113458_115"	"6D"	66.355131	0.0258736717663375
"c6D.loc57"	"6D"	66.471	0.0390162027192922
"D_contig03207_141"	"6D"	66.724132	0.0783372366283466
"Kukri_s117662_101"	"6D"	66.724133	0.0783372548194308
"TA002195-1317"	"6D"	66.724134	0.0783372817046377
"wsnp_RFL_Contig3946_4380285"	"6D"	66.724135	0.0783372752306235
"c6D.loc58"	"6D"	67.471	0.00879827906318909
"Tdurum_contig29027_92"	"6D"	67.996136	0.0268369095351133
"c6D.loc59"	"6D"	68.471	0.0280276600812712
"c6D.loc60"	"6D"	69.471	0.0302352895419133
"c6D.loc61"	"6D"	70.471	0.0321042143579291
"RAC875_c27962_341"	"6D"	71.277137	0.0334108715631807
"Excalibur_c3228_841"	"6D"	71.382138	0.0326046438541567
"c6D.loc62"	"6D"	71.471	0.0266559031949001
"c6D.loc63"	"6D"	72.471	0.0124351008815395
"TA001847-0566"	"6D"	72.840139	0.0474081425409558
"c6D.loc64"	"6D"	73.471	0.0536282718296377
"BS00047195_51"	"6D"	74.46714	0.0631899030761858
"c6D.loc65"	"6D"	74.471	0.0631919663297893
"D_GDRF1KQ02FFPXT_243"	"6D"	74.982141	0.0634667738647288
"c6D.loc66"	"6D"	75.471	0.0683282211197813
"c6D.loc67"	"6D"	76.471	0.0780408499849905
"c6D.loc68"	"6D"	77.471	0.0874551497694966
"Excalibur_c26899_1860"	"6D"	77.530142	0.0880029724393196
"Kukri_c22301_153"	"6D"	77.530143	0.0880029732094059
"RFL_Contig6162_597"	"6D"	77.530144	0.0880029902785715
"c6D.loc69"	"6D"	78.471	0.0897635768766847
"c6D.loc70"	"6D"	79.471	0.0916454289404207
"Kukri_c25717_133"	"6D"	79.741145	0.0921556156640477
"c6D.loc71"	"6D"	80.471	0.0923134743268328
"RAC875_rep_c110479_329"	"6D"	81.067146	0.0924489809037183
"c6D.loc72"	"6D"	81.471	0.0924360543022864
"D_contig02903_418"	"6D"	81.536147	0.0924342245283434
"D_GBF1XID02IOTVW_116"	"6D"	81.536148	0.0924342240162765
"D_GCE8AKX02GZU30_69"	"6D"	81.536149	0.0924342239883735
"Excalibur_c9970_273"	"6D"	81.53615	0.0924342234694215
"IACX752"	"6D"	81.536151	0.0924342229705601
"Kukri_c35949_523"	"6D"	81.536152	0.092434222943055
"Kukri_rep_c69358_828"	"6D"	81.536153	0.0924342229609252
"Kukri_rep_c73074_1595"	"6D"	81.536154	0.0924342228480448
"RFL_Contig3710_359"	"6D"	81.536155	0.0924342228661352
"CAP7_c2537_344"	"6D"	82.143156	0.0923660083739968
"D_contig00170_262"	"6D"	82.143157	0.0923660081826476
"Ex_c106018_233"	"6D"	82.143158	0.0923660159162552
"Ex_c27608_466"	"6D"	82.143159	0.0923660157446839
"Excalibur_c5471_1143"	"6D"	82.14316	0.0923660423752004
"GENE-4153_101"	"6D"	82.143161	0.0923662809624197
"Ku_c4273_1327"	"6D"	82.143162	0.092366307473938
"Kukri_c18136_936"	"6D"	82.143163	0.0923662851309714
"Kukri_c35951_337"	"6D"	82.143164	0.0923660839701768
"Ra_c106775_711"	"6D"	82.143165	0.092364273501083
"RAC875_c18002_58"	"6D"	82.143166	0.0923641103976109
"RAC875_c8283_183"	"6D"	82.143167	0.0923640922754814
"RFL_Contig4626_873"	"6D"	82.143168	0.0923640902460861
"Tdurum_contig31718_319"	"6D"	82.143169	0.0923640721235657
"wsnp_Ex_c23383_32628864"	"6D"	82.14317	0.0923642321823834
"wsnp_Ex_c37749_45436366"	"6D"	82.143171	0.0923642499492736
"wsnp_BE445201D_Ta_1_1"	"6D"	82.184172	0.0924386481088426
"c6D.loc73"	"6D"	82.471	0.0920989726074808
"RAC875_c25839_225"	"6D"	82.826173	0.0916798687492921
"Excalibur_c7486_156"	"6D"	83.441174	0.0843841754648338
"Excalibur_rep_c70026_113"	"6D"	83.441175	0.0843841807651238
"IAAV5171"	"6D"	83.441176	0.0843841891435808
"IACX10982"	"6D"	83.441177	0.084384196217723
"Jagger_c1746_113"	"6D"	83.441178	0.0843841846517179
"Kukri_c34967_226"	"6D"	83.441179	0.0843841968159182
"Tdurum_contig31718_229"	"6D"	83.44118	0.084384203290103
"wsnp_BF428701D_Ta_1_1"	"6D"	83.441181	0.0843842030793454
"c6D.loc74"	"6D"	83.471	0.0846025314677732
"c6D.loc75"	"6D"	84.471	0.0918819359611298
"BS00063175_51"	"6D"	84.544182	0.0924112124823928
"Jagger_c2234_128"	"6D"	84.544183	0.0924112131962502
"RFL_Contig5572_421"	"6D"	85.073184	0.0924321415768539
"c6D.loc76"	"6D"	85.471	0.0924473997732775
"D_contig24197_66"	"6D"	85.971185	0.092470337484631
"wsnp_BQ161779D_Ta_2_1"	"6D"	86.085186	0.0924708586367728
"c6D.loc77"	"6D"	86.471	0.0924688687176349
"BobWhite_c14066_403"	"6D"	87.174187	0.0924716490802844
"BobWhite_c5113_462"	"6D"	87.174188	0.092471649090097
"D_contig14679_369"	"6D"	87.174189	0.09247164910078
"D_contig22507_191"	"6D"	87.17419	0.0924716491440236
"D_contig24171_152"	"6D"	87.174191	0.092471649537476
"D_contig24690_252"	"6D"	87.174192	0.0924716495812135
"D_contig55758_483"	"6D"	87.174193	0.0924716495855726
"D_F5MV3MU01ADAXD_197"	"6D"	87.174194	0.0924716495855229
"D_F5XZDLF02HAE1S_321"	"6D"	87.174195	0.0924716495856863
"D_GB5Y7FA02HFOHW_127"	"6D"	87.174196	0.0924716495870683
"D_GBF1XID01CULRS_223"	"6D"	87.174197	0.0924716495911824
"D_GBUVHFX01DKBFS_217"	"6D"	87.174198	0.0924716496352467
"D_GCE8AKX01CTXDI_46"	"6D"	87.174199	0.0924716496397657
"D_GCE8AKX01CWZ8Z_144"	"6D"	87.1742	0.0924716496831941
"D_GDS7LZN01COMN9_150"	"6D"	87.174201	0.0924716496893438
"D_wsnpbe497701_Contig1_2"	"6D"	87.174202	0.092471649688342
"Excalibur_c12937_544"	"6D"	87.174203	0.0924716496946942
"Excalibur_c42372_1617"	"6D"	87.174204	0.0924716496933513
"Excalibur_c4445_307"	"6D"	87.174205	0.0924716496953089
"Excalibur_c4615_1610"	"6D"	87.174206	0.0924716496952804
"Excalibur_c8325_1317"	"6D"	87.174207	0.0924716496944953
"Kukri_c16093_636"	"6D"	87.174208	0.0924716496943745
"Tdurum_contig10863_885"	"6D"	87.174209	0.0924716496943496
"wsnp_CAP8_c1082_679830"	"6D"	87.17421	0.0924716496943496
"wsnp_Ku_c6882_11937794"	"6D"	87.174211	0.0924716496943532
"wsnp_Ra_c27787_37299352"	"6D"	87.174212	0.0924716496944349
"wsnp_RFL_Contig1427_580520"	"6D"	87.174213	0.092471649694609
"wsnp_RFL_Contig2100_1362130"	"6D"	87.174214	0.0924716496942075
"wsnp_RFL_Contig4077_4583361"	"6D"	87.174215	0.0924716496927473
"wsnp_RFL_Contig4170_4764493"	"6D"	87.174216	0.0924716496848283
"wsnp_Ex_c56443_58561683"	"6D"	87.448217	0.0924698678111042
"c6D.loc78"	"6D"	87.471	0.0924697761360065
"IAAV8527"	"6D"	88.131218	0.0924708925734024
"c6D.loc79"	"6D"	88.471	0.0924697377233841
"Kukri_c31995_1948"	"6D"	88.865219	0.0924708205521405
"wsnp_Ex_c1690_3206784"	"6D"	88.86522	0.0924708205437845
"c6D.loc80"	"6D"	89.471	0.0924254538850704
"wsnp_Ra_c13881_21836489"	"6D"	90.187221	0.0923797081720785
"c6D.loc81"	"6D"	90.471	0.0923573629481957
"c6D.loc82"	"6D"	91.471	0.0922889652443999
"c6D.loc83"	"6D"	92.471	0.0922368494750891
"c6D.loc84"	"6D"	93.471	0.0922013529253114
"Excalibur_c6102_344"	"6D"	94.453222	0.092182580750471
"c6D.loc85"	"6D"	94.471	0.0921828597624881
"c6D.loc86"	"6D"	95.471	0.0922058567301143
"c6D.loc87"	"6D"	96.471	0.0922453379023196
"c6D.loc88"	"6D"	97.471	0.0923013481564965
"BS00021881_51"	"6D"	98.108223	0.0923454174801925
"D_F5XZDLF02HW3JD_131"	"6D"	98.108224	0.0923454174619351
"D_GBUVHFX01BJ9CR_215"	"6D"	98.108225	0.0923454174667135
"RAC875_c11750_589"	"6D"	98.108226	0.0923454174373362
"c6D.loc89"	"6D"	98.471	0.0922585362736186
"wsnp_Ex_c4894_8723248"	"6D"	98.555227	0.09223864339382
"Excalibur_c3526_106"	"6D"	99.088228	0.0911122820669412
"Excalibur_c80408_146"	"6D"	99.448229	0.0843467674458509
"RAC875_rep_c113839_352"	"6D"	99.44823	0.0843465956639413
"c6D.loc90"	"6D"	99.471	0.0838040130501376
"CAP11_rep_c6864_291"	"6D"	99.776231	0.0764444871446273
"Excalibur_rep_c70353_1084"	"6D"	99.776232	0.0764444669431796
"c6D.loc91"	"6D"	100.471	0.00581570620850158
"c6D.loc92"	"6D"	101.471	0.131933614884055
"BS00011523_51"	"6D"	101.627233	0.153658158165637
"c6D.loc93"	"6D"	102.471	0.222472303137771
"c6D.loc94"	"6D"	103.471	0.299295781467844
"Ra_c23837_298"	"6D"	104.265234	0.354150133687558
"c6D.loc95"	"6D"	104.471	0.346412469879823
"D_GA8KES401DM316_316"	"6D"	104.707235	0.337472880212648
"D_GB5Y7FA02GW3NR_123"	"6D"	104.707236	0.337472944087299
"D_GCE8AKX01DVTYJ_306"	"6D"	104.707237	0.337472906176117
"D_GDS7LZN02FCELL_230"	"6D"	104.707238	0.337472496906496
"Excalibur_c99149_140"	"6D"	104.707239	0.337468805935881
"GENE-1655_366"	"6D"	104.70724	0.337435586426004
"Kukri_c20152_490"	"6D"	104.707241	0.3371366145983
"Kukri_c48922_152"	"6D"	104.707242	0.337103395964224
"Kukri_c48922_244"	"6D"	104.707243	0.337099705196781
"RAC875_c20242_284"	"6D"	104.707244	0.337099370098034
"RAC875_rep_c70104_171"	"6D"	104.707245	0.337099333059886
"Tdurum_contig60549_397"	"6D"	104.707246	0.337099330808485
"c6D.loc96"	"6D"	105.471	0.169830086776226
"c6D.loc97"	"6D"	106.471	0.00601499331709121
"D_GDS7LZN02F6LZB_202"	"6D"	106.854247	0.0905708062523551
"RAC875_rep_c92223_254"	"6D"	106.854248	0.0905708298248484
"RAC875_c27729_434"	"6D"	106.936249	0.0907855220817453
"RFL_Contig4539_643"	"6D"	106.93625	0.0907855456458257
"Kukri_c57006_127"	"6D"	107.401251	0.092001258710706
"c6D.loc98"	"6D"	107.471	0.0920206396004097
"c6D.loc99"	"6D"	108.471	0.092307380302902
"BS00084109_51"	"6D"	109.019252	0.0924716139132045
"CAP12_c3111_149"	"6D"	109.019253	0.0924716139468273
"D_contig20355_301"	"6D"	109.019254	0.0924716139502202
"D_contig23312_205"	"6D"	109.019255	0.0924716139570236
"D_F1BEJMU01AGBR6_192"	"6D"	109.019256	0.0924716140049675
"D_GA8KES401EI5FX_390"	"6D"	109.019257	0.0924716141306412
"D_GB5Y7FA02H663K_61"	"6D"	109.019258	0.0924716152645857
"D_GBF1XID01ATA3Q_267"	"6D"	109.019259	0.0924716254720757
"D_GBQ4KXB01DZ8OF_213"	"6D"	109.01926	0.0924716266066099
"Excalibur_c2925_238"	"6D"	109.019261	0.0924716267323014
"Ku_c6961_291"	"6D"	109.019262	0.0924716267501076
"Kukri_c24208_318"	"6D"	109.019263	0.0924716269036203
"Kukri_c32692_212"	"6D"	109.019264	0.0924716269207053
"Kukri_c47614_1115"	"6D"	109.019265	0.0924716269229577
"Kukri_c57006_75"	"6D"	109.019266	0.0924716269281376
"RAC875_c18598_236"	"6D"	109.019267	0.0924716269305819
"RAC875_c27797_131"	"6D"	109.019268	0.0924716269354917
"RFL_Contig1159_101"	"6D"	109.019269	0.0924716270067556
"RFL_Contig1159_2123"	"6D"	109.01927	0.0924716275639277
"c6D.loc100"	"6D"	109.471	0.0963198594591468
"c6D.loc101"	"6D"	110.471	0.104848399810397
"c6D.loc102"	"6D"	111.471	0.11338881861202
"c6D.loc103"	"6D"	112.471	0.121939590755666
"Ra_c3332_1111"	"6D"	112.697271	0.12387562281986
"BobWhite_rep_c49803_201"	"6D"	113.043272	0.15040691905056
"c6D.loc104"	"6D"	113.471	0.154042079001606
"Excalibur_c74956_80"	"6D"	113.659273	0.155642600514376
"BS00067156_51"	"6D"	113.864274	0.171304430319736
"Kukri_c20060_350"	"6D"	113.864275	0.171304438807017
"wsnp_RFL_Contig2937_2798959"	"6D"	114.379276	0.210486462359
"wsnp_RFL_Contig2978_2848362"	"6D"	114.379277	0.210486470776093
"c6D.loc105"	"6D"	114.471	0.210571060668137
"wsnp_Ex_c18632_27501906"	"6D"	114.684278	0.210768413824074
"c6D.loc106"	"6D"	115.471	0.168095373620115
"c6D.loc107"	"6D"	116.471	0.113335521747718
"BobWhite_c40051_360"	"6D"	116.849279	0.0924719022525373
"BS00011061_51"	"6D"	116.84928	0.0924718961366473
"BS00063625_51"	"6D"	116.849281	0.0924718954792141
"CAP8_c5341_74"	"6D"	116.849282	0.0924718893633596
"D_contig19634_46"	"6D"	116.849283	0.0924718340778945
"D_contig27402_101"	"6D"	116.849284	0.0924718279361905
"D_contig75925_217"	"6D"	116.849285	0.0924717726480928
"D_GCE8AKX02F2REM_254"	"6D"	116.849286	0.0924717665060513
"D_GDS7LZN01EW5T2_128"	"6D"	116.849287	0.092471711218554
"D_wsnpBF483267AT_Contig1_1"	"6D"	116.849288	0.0924717056922155
"Excalibur_c1863_518"	"6D"	116.849289	0.0924717050783173
"Excalibur_c24974_131"	"6D"	116.84929	0.0924717050794506
"Excalibur_c42800_804"	"6D"	116.849291	0.092471704531917
"Excalibur_rep_c106114_145"	"6D"	116.849292	0.0924717044753898
"Ra_c5297_2095"	"6D"	116.849293	0.0924717044704764
"RAC875_c23338_618"	"6D"	116.849294	0.0924717044673287
"RFL_Contig2785_1694"	"6D"	116.849295	0.0924717044592107
"tplb0033h24_1730"	"6D"	116.849296	0.0924717044575267
"c6D.loc108"	"6D"	117.471	0.0924710783740466
"D_contig13735_299"	"6D"	117.583297	0.0924716549911366
"D_contig16337_634"	"6D"	117.583298	0.0924716546087936
"D_contig17201_238"	"6D"	117.583299	0.0924716511131116
"D_contig82965_478"	"6D"	117.5833	0.0924716501165861
"D_GA8KES401EBZR6_76"	"6D"	117.583301	0.0924716500058338
"D_GBUVHFX01C13U0_334"	"6D"	117.583302	0.0924716499940281
"D_GDEEGVY02GAADI_334"	"6D"	117.583303	0.0924716499929943
"Excalibur_c827_666"	"6D"	117.583304	0.0924716499926532
"IAAV2433"	"6D"	117.583305	0.0924716499935343
"RAC875_c21224_79"	"6D"	117.583306	0.0924716500014462
"c6D.loc109"	"6D"	118.471	0.0924723039926789
"BobWhite_c22280_104"	"6D"	118.531307	0.0924728267959338
"BobWhite_c5872_65"	"6D"	118.531308	0.0924728268078709
"BS00003697_51"	"6D"	118.531309	0.0924728268180779
"BS00087457_51"	"6D"	118.53131	0.0924728269226556
"Excalibur_rep_c106283_82"	"6D"	118.531311	0.0924728278576765
"IACX1749"	"6D"	118.531312	0.0924728279597922
"IACX5833"	"6D"	118.531313	0.0924728288950121
"RAC875_c25738_168"	"6D"	118.531314	0.0924728373316483
"RAC875_c30397_887"	"6D"	118.531315	0.0924729132552145
"RAC875_c35946_324"	"6D"	118.531316	0.0924729216745845
"RAC875_c9618_334"	"6D"	118.531317	0.092472997449395
"c6D.loc110"	"6D"	119.471	0.0932455542769972
"c6D.loc111"	"6D"	120.471	0.0754641652795698
"Ex_c25390_404"	"6D"	120.591318	0.0717811606392011
"c6D.loc112"	"6D"	121.471	0.0772471380659603
"Ex_c25390_395"	"6D"	121.753319	0.0789717389783959
"wsnp_Ex_c25390_34654575"	"6D"	121.75332	0.078971704618052
"wsnp_Ex_rep_c110800_93013978"	"6D"	121.753321	0.0789717107307446
"c6D.loc113"	"6D"	122.471	0.136520173498081
"GENE-4028_544"	"6D"	122.924322	0.17106726122714
"BS00034553_51"	"6D"	123.148323	0.304875914107878
"c6D.loc114"	"6D"	123.471	0.329276534142274
"c6D.loc115"	"6D"	124.471	0.391667025626287
"RAC875_c23461_286"	"6D"	124.857324	0.409769462321922
"RAC875_c40295_411"	"6D"	124.857325	0.409769431448979
"c6D.loc116"	"6D"	125.471	0.402080706998454
"c6D.loc117"	"6D"	126.471	0.359778110940617
