"chr"	"pos"	"lod"
"GENE-0785_57"	"6D"	50.300052	0.138744390108921
"Kukri_c73802_205"	"6D"	50.300053	0.10510691923998
"Kukri_c9310_156"	"6D"	50.300054	0.105172986032935
"Kukri_rep_c105352_281"	"6D"	50.300055	0.105172986032935
"RAC875_c119_2803"	"6D"	50.300056	0.105282193272393
"RAC875_c57371_238"	"6D"	50.300057	0.105282193272393
"RAC875_c78607_75"	"6D"	50.300058	0.104956854317495
"RAC875_c98242_422"	"6D"	50.300059	0.746588174965559
"RAC875_rep_c109653_409"	"6D"	50.30006	0.749091258267371
"RAC875_rep_c118305_446"	"6D"	50.300061	0.88283593920939
"RAC875_rep_c70499_703"	"6D"	50.300062	0.883356653211093
"wsnp_CAP12_c720_382116"	"6D"	50.300063	0.883356653211093
"wsnp_Ex_c3405_6252997"	"6D"	50.300064	0.884013192565996
"Ex_c350_344"	"6D"	50.390065	0.859955074714853
"Excalibur_c14491_905"	"6D"	50.390066	0.859955074714853
"Excalibur_rep_c99143_422"	"6D"	50.390067	0.859955074714853
"c6D.loc30"	"6D"	50.78	0.233413292436909
"RAC875_c67463_300"	"6D"	51.170068	0.0331099118930554
"c6D.loc31"	"6D"	51.78	0.939067999480504
"BS00021983_51"	"6D"	52.310069	6.41485021761815
"BS00022523_51"	"6D"	52.31007	6.42013113771935
"D_contig17056_55"	"6D"	52.310071	6.42013113771935
"Ra_c42576_780"	"6D"	52.310072	6.42013113771935
"RAC875_c3996_851"	"6D"	52.720073	6.41125479193574
"c6D.loc32"	"6D"	52.78	4.76269720648684
"Kukri_c67545_498"	"6D"	53.130074	1.92233653909595
"c6D.loc33"	"6D"	53.78	1.92725629915248
"BobWhite_rep_c52808_186"	"6D"	54.340075	1.91642387862033
"BS00093063_51"	"6D"	54.340076	1.91619075630913
"Ex_c882_534"	"6D"	54.340077	1.91646197078621
"Excalibur_c97505_90"	"6D"	54.340078	1.91646197078621
"IAAV1942"	"6D"	54.340079	1.91568871856042
"Kukri_c17961_350"	"6D"	54.34008	1.49622159793885
"Kukri_c17961_503"	"6D"	54.340081	1.49552805781765
"Kukri_c40652_167"	"6D"	54.340082	1.49552805781765
"Kukri_c89555_57"	"6D"	54.340083	1.49552805781765
"wsnp_Ex_c1988_3742022"	"6D"	54.340084	1.49552805781765
"c6D.loc34"	"6D"	54.78	1.30175892784443
"c6D.loc35"	"6D"	55.78	0.788685519782392
"c6D.loc36"	"6D"	56.78	0.453689997955535
"D_contig28872_1127"	"6D"	57.150085	0.00344682782323493
"c6D.loc37"	"6D"	57.78	0.000763609093271708
"Kukri_c43200_235"	"6D"	58.300086	6.10622663543836e-14
"c6D.loc38"	"6D"	58.78	0.00476110330994194
"CAP8_c2184_62"	"6D"	59.000087	0.00693074634686303
"Kukri_c14343_88"	"6D"	59.000088	0.00693074634686303
"BobWhite_c31126_139"	"6D"	59.710089	0.0126088839720493
"c6D.loc39"	"6D"	59.78	0.253919138657998
"c6D.loc40"	"6D"	60.78	0.299367721769359
"c6D.loc41"	"6D"	61.78	0.293589089087664
"c6D.loc42"	"6D"	62.78	0.308895028941192
"D_contig56287_328"	"6D"	63.55009	0.0548477772671633
"D_F1BEJMU02FQB95_180"	"6D"	63.550091	0.0548477772671633
"Kukri_c169_143"	"6D"	63.550092	0.0548477772671633
"RAC875_c6138_1112"	"6D"	63.550093	0.0548477772671633
"c6D.loc43"	"6D"	63.78	0.110279617966137
"Kukri_c27275_204"	"6D"	64.370094	0.182515361924011
"c6D.loc44"	"6D"	64.78	0.165615144606427
"c6D.loc45"	"6D"	65.78	0.242711573070129
"RAC875_c16218_534"	"6D"	66.030095	0.298471060601947
"c6D.loc46"	"6D"	66.78	0.27845623367077
"c6D.loc47"	"6D"	67.78	0.262194332985835
"c6D.loc48"	"6D"	68.78	0.296537564608407
"D_contig33824_208"	"6D"	69.160096	0.30037178926366
"D_GBUVHFX01BJVOK_322"	"6D"	69.160097	0.301811042965929
"JD_c51136_288"	"6D"	69.160098	0.301811042965929
"c6D.loc49"	"6D"	69.78	0.298044605778722
"c6D.loc50"	"6D"	70.78	0.287117826047607
"c6D.loc51"	"6D"	71.78	0.296239025058392
"c6D.loc52"	"6D"	72.78	0.316936485858266
"c6D.loc53"	"6D"	73.78	0.280122425509904
"c6D.loc54"	"6D"	74.78	0.253094736468676
"c6D.loc55"	"6D"	75.78	0.225653139067044
"D_GB5Y7FA01DZ4UZ_316"	"6D"	76.030099	0.11171517970861
"c6D.loc56"	"6D"	76.78	0.144568063478084
"c6D.loc57"	"6D"	77.78	0.174469838317279
"D_GA8KES401DTOBP_77"	"6D"	77.7901	0.173260048368677
"c6D.loc58"	"6D"	78.78	0.322121252989552
"c6D.loc59"	"6D"	79.78	0.307977955224018
"c6D.loc60"	"6D"	80.78	0.332079654138671
"c6D.loc61"	"6D"	81.78	0.306641720322525
"c6D.loc62"	"6D"	82.78	0.338191414106488
"tplb0025k19_1539"	"6D"	83.690101	0.338986272756164
"c6D.loc63"	"6D"	83.78	0.332338248194487
"c6D.loc64"	"6D"	84.78	0.346632588944801
"c6D.loc65"	"6D"	85.78	0.304636350450903
"c6D.loc66"	"6D"	86.78	0.278599440551504
"D_contig29325_127"	"6D"	87.620102	0.0554482817158142
"RAC875_c25800_981"	"6D"	87.620103	0.0554482817158142
"Tdurum_contig54917_597"	"6D"	87.620104	0.0554482817158142
"c6D.loc67"	"6D"	87.78	0.0566543552820406
"c6D.loc68"	"6D"	88.78	0.0563020199131651
"c6D.loc69"	"6D"	89.78	0.0654126343097486
"c6D.loc70"	"6D"	90.78	0.071360431639543
"c6D.loc71"	"6D"	91.78	0.0829611263688632
"c6D.loc72"	"6D"	92.78	0.0739523474628579
"c6D.loc73"	"6D"	93.78	0.0624174193189029
"Excalibur_c10393_2027"	"6D"	94.540105	0.0504793569227937
"c6D.loc74"	"6D"	94.78	0.260558350272465
"c6D.loc75"	"6D"	95.78	0.288779914083653
"c6D.loc76"	"6D"	96.78	0.266459686577443
"c6D.loc77"	"6D"	97.78	0.291311470130131
"c6D.loc78"	"6D"	98.78	0.322868848738319
"D_contig17879_55"	"6D"	99.590106	0.0002350834738161
"GENE-0418_518"	"6D"	99.590107	0.0002350834738161
"c6D.loc79"	"6D"	99.78	0.211115423555814
"c6D.loc80"	"6D"	100.78	0.306325598797416
"c6D.loc81"	"6D"	101.78	0.316796347862913
"c6D.loc82"	"6D"	102.78	0.332631506080037
"c6D.loc83"	"6D"	103.78	0.35093358444183
"c6D.loc84"	"6D"	104.78	0.374466070544112
"c6D.loc85"	"6D"	105.78	0.380192540017163
"c6D.loc86"	"6D"	106.78	0.362475394181543
"c6D.loc87"	"6D"	107.78	0.383666618705883
"c6D.loc88"	"6D"	108.78	0.390788434302466
"c6D.loc89"	"6D"	109.78	0.404416271967849
"c6D.loc90"	"6D"	110.78	0.410060453980097
"c6D.loc91"	"6D"	111.78	0.430611557482309
"c6D.loc92"	"6D"	112.78	0.426914830175894
"c6D.loc93"	"6D"	113.78	0.434617444081678
"c6D.loc94"	"6D"	114.78	0.4353626810442
"c6D.loc95"	"6D"	115.78	0.437424426891251
"D_GB5Y7FA02FHK0M_407"	"6D"	116.460108	0.436560915131145
"Kukri_c61725_160"	"6D"	116.460109	0.436542605413717
"c6D.loc96"	"6D"	116.78	0.440205395694116
"c6D.loc97"	"6D"	117.78	0.439918684180984
"c6D.loc98"	"6D"	118.78	0.427686513803132
"Kukri_c78263_296"	"6D"	118.90011	0.424746953853392
"RAC875_c26177_632"	"6D"	119.060111	0.394368164912187
"Tdurum_contig47020_173"	"6D"	119.060112	0.394368164912187
"c6D.loc99"	"6D"	119.78	0.337526036972867
"c6D.loc100"	"6D"	120.78	0.245059306712448
"c6D.loc101"	"6D"	121.78	0.189388541007766
"c6D.loc102"	"6D"	122.78	0.22059257811335
"c6D.loc103"	"6D"	123.78	0.374043677952161
"RAC875_c5546_1963"	"6D"	124.630113	0.59801987625727
"c6D.loc104"	"6D"	124.78	0.637459503092014
"c6D.loc105"	"6D"	125.78	0.86449285818121
"c6D.loc106"	"6D"	126.78	1.03619986437463
"Excalibur_c99104_213"	"6D"	127.530114	1.09927678765287
"D_GBF1XID01BUCWE_277"	"6D"	127.540115	0.77132964329689
"Excalibur_c12484_134"	"6D"	127.540116	0.77132964329689
"c6D.loc107"	"6D"	127.78	0.814240778361892
"c6D.loc108"	"6D"	128.78	0.93499950830854
"Excalibur_rep_c109928_205"	"6D"	128.870117	0.942377570657662
"Ku_c586_811"	"6D"	128.900118	0.941588398247183
"c6D.loc109"	"6D"	129.78	0.858280440365673
"c6D.loc110"	"6D"	130.78	0.683149283169612
"c6D.loc111"	"6D"	131.78	0.54689696332104
"c6D.loc112"	"6D"	132.78	0.382261527751152
"Kukri_c30988_208"	"6D"	133.440119	0.0548477772671633
"tplb0040h19_458"	"6D"	133.44012	0.0548477772671633
"c6D.loc113"	"6D"	133.78	0.0557491106182722
"c6D.loc114"	"6D"	134.78	0.0602218271930365
"c6D.loc115"	"6D"	135.78	0.0629682787629317
"c6D.loc116"	"6D"	136.78	0.0646868635365818
"c6D.loc117"	"6D"	137.78	0.0613562977219504
"c6D.loc118"	"6D"	138.78	0.0576868458417589
"CAP11_c4727_205"	"6D"	139.500121	0.0548477772671633
"c6D.loc119"	"6D"	139.78	0.0552682074876973
"c6D.loc120"	"6D"	140.78	0.0587010309584153
"BS00066966_51"	"6D"	141.700122	0.0597082704224805
"c6D.loc121"	"6D"	141.78	0.179713176538695
"c6D.loc122"	"6D"	142.78	0.320514464093528
"c6D.loc123"	"6D"	143.78	0.331607529143162
"c6D.loc124"	"6D"	144.78	0.297342583642374
"Excalibur_c41792_150"	"6D"	145.140123	0.0146596631841348
"D_contig18510_788"	"6D"	145.590124	0.00868996499008151
"D_contig74476_483"	"6D"	145.590125	0.00868996499008151
"D_contig79131_437"	"6D"	145.590126	0.00868996499008151
"D_GBF1XID01AENVZ_176"	"6D"	145.590127	0.00868996499008151
"Excalibur_c6626_744"	"6D"	145.590128	0.00868996499008151
"Excalibur_rep_c106342_94"	"6D"	145.590129	0.00868996499008151
"Kukri_c28198_463"	"6D"	145.59013	0.0143046239506748
"RAC875_s113458_115"	"6D"	145.590131	0.0143046239506748
"c6D.loc125"	"6D"	145.78	0.0131315661703465
"D_contig03207_141"	"6D"	146.400132	0.031540466610828
"Kukri_s117662_101"	"6D"	146.400133	0.031540466610828
"TA002195-1317"	"6D"	146.400134	0.031540466610828
"wsnp_RFL_Contig3946_4380285"	"6D"	146.400135	0.031540466610828
"c6D.loc126"	"6D"	146.78	0.261689230243884
"c6D.loc127"	"6D"	147.78	0.312666395554487
"c6D.loc128"	"6D"	148.78	0.312577926948745
"Tdurum_contig29027_92"	"6D"	149.190136	0.257200888222883
"c6D.loc129"	"6D"	149.78	0.281466655058076
"c6D.loc130"	"6D"	150.78	0.29975843106261
"c6D.loc131"	"6D"	151.78	0.355394694518992
"c6D.loc132"	"6D"	152.78	0.39101106617993
"c6D.loc133"	"6D"	153.78	0.397537022611354
"c6D.loc134"	"6D"	154.78	0.415679800989083
"c6D.loc135"	"6D"	155.78	0.414137791063516
"RAC875_c27962_341"	"6D"	156.390137	0.410052681967722
"Excalibur_c3228_841"	"6D"	156.620138	0.343384994624734
"c6D.loc136"	"6D"	156.78	0.339509970659135
"c6D.loc137"	"6D"	157.78	0.299431401964832
"c6D.loc138"	"6D"	158.78	0.219248866653945
"c6D.loc139"	"6D"	159.78	0.070127977252075
"TA001847-0566"	"6D"	159.820139	0.0500449402144637
"c6D.loc140"	"6D"	160.78	0.0566107493247796
"c6D.loc141"	"6D"	161.78	0.0619613959565972
"c6D.loc142"	"6D"	162.78	0.0660310174137739
"BS00047195_51"	"6D"	163.39014	0.0678740630092212
"c6D.loc143"	"6D"	163.78	0.285213909430221
"D_GDRF1KQ02FFPXT_243"	"6D"	164.520141	0.290074383402305
"c6D.loc144"	"6D"	164.78	0.287631243433587
"c6D.loc145"	"6D"	165.78	0.289750435493687
"c6D.loc146"	"6D"	166.78	0.28261202147826
"c6D.loc147"	"6D"	167.78	0.293289133070907
"c6D.loc148"	"6D"	168.78	0.25886639377905
"c6D.loc149"	"6D"	169.78	0.183084119503642
"Excalibur_c26899_1860"	"6D"	170.110142	0.0562287218212424
"Kukri_c22301_153"	"6D"	170.110143	0.0562287218212424
"RFL_Contig6162_597"	"6D"	170.110144	0.0562287218212424
"c6D.loc150"	"6D"	170.78	0.0599776864279523
"c6D.loc151"	"6D"	171.78	0.0618531338637856
"c6D.loc152"	"6D"	172.78	0.0600448346282651
"c6D.loc153"	"6D"	173.78	0.0583255312419883
"c6D.loc154"	"6D"	174.78	0.0552682074876973
"Kukri_c25717_133"	"6D"	174.960145	0.0548477772671633
"c6D.loc155"	"6D"	175.78	0.0555082917715716
"c6D.loc156"	"6D"	176.78	0.0561079884380684
"c6D.loc157"	"6D"	177.78	0.0548477772671633
"RAC875_rep_c110479_329"	"6D"	177.870146	0.0548477772671633
"c6D.loc158"	"6D"	178.78	0.0548477772671633
"D_contig02903_418"	"6D"	178.900147	0.0548477772671633
"D_GBF1XID02IOTVW_116"	"6D"	178.900148	0.0548477772671633
"D_GCE8AKX02GZU30_69"	"6D"	178.900149	0.0548477772671633
"Excalibur_c9970_273"	"6D"	178.90015	0.0548477772671633
"IACX752"	"6D"	178.900151	0.0548477772671633
"Kukri_c35949_523"	"6D"	178.900152	0.0548477772671633
"Kukri_rep_c69358_828"	"6D"	178.900153	0.0548477772671633
"Kukri_rep_c73074_1595"	"6D"	178.900154	0.0548477772671633
"RFL_Contig3710_359"	"6D"	178.900155	0.0548477772671633
"c6D.loc159"	"6D"	179.78	0.0555682944838548
"CAP7_c2537_344"	"6D"	180.230156	0.0550280057082369
"D_contig00170_262"	"6D"	180.230157	0.0550280057082369
"Ex_c106018_233"	"6D"	180.230158	0.0548477772671633
"Ex_c27608_466"	"6D"	180.230159	0.0548477772671633
"Excalibur_c5471_1143"	"6D"	180.23016	0.0548477772671633
"GENE-4153_101"	"6D"	180.230161	0.14289349787999
"Ku_c4273_1327"	"6D"	180.230162	0.142951055482062
"Kukri_c18136_936"	"6D"	180.230163	0.142951055482062
"Kukri_c35951_337"	"6D"	180.230164	0.143717976211925
"Ra_c106775_711"	"6D"	180.230165	0.236534586070621
"RAC875_c18002_58"	"6D"	180.230166	0.234983831156903
"RAC875_c8283_183"	"6D"	180.230167	0.235002878907596
"RFL_Contig4626_873"	"6D"	180.230168	0.235002878907596
"Tdurum_contig31718_319"	"6D"	180.230169	0.234904010375165
"wsnp_Ex_c23383_32628864"	"6D"	180.23017	0.227677557210724
"wsnp_Ex_c37749_45436366"	"6D"	180.230171	0.227677557210724
"wsnp_BE445201D_Ta_1_1"	"6D"	180.320172	0.226839504352391
"c6D.loc160"	"6D"	180.78	0.24561242448495
"RAC875_c25839_225"	"6D"	181.730173	0.252915973451249
"c6D.loc161"	"6D"	181.78	0.243765340697622
"c6D.loc162"	"6D"	182.78	0.314145267840937
"Excalibur_c7486_156"	"6D"	183.080174	0.327760993932872
"Excalibur_rep_c70026_113"	"6D"	183.080175	0.328124881773223
"IAAV5171"	"6D"	183.080176	0.328124881773223
"IACX10982"	"6D"	183.080177	0.32799950852578
"Jagger_c1746_113"	"6D"	183.080178	0.32799950852578
"Kukri_c34967_226"	"6D"	183.080179	0.327944266404402
"Tdurum_contig31718_229"	"6D"	183.08018	0.327176383853525
"wsnp_BF428701D_Ta_1_1"	"6D"	183.080181	0.327176383853525
"c6D.loc163"	"6D"	183.78	0.383077812489558
"c6D.loc164"	"6D"	184.78	0.45699149135055
"BS00063175_51"	"6D"	185.500182	0.140318725098694
"Jagger_c2234_128"	"6D"	185.500183	0.140318725098694
"c6D.loc165"	"6D"	185.78	0.117453879089197
"RFL_Contig5572_421"	"6D"	186.660184	0.0548477772671633
"c6D.loc166"	"6D"	186.78	0.0549679369046865
"c6D.loc167"	"6D"	187.78	0.0550280057082369
"D_contig24197_66"	"6D"	188.630185	0.0548477772671633
"c6D.loc168"	"6D"	188.78	0.0548477772671633
"wsnp_BQ161779D_Ta_2_1"	"6D"	188.880186	0.0548477772671633
"c6D.loc169"	"6D"	189.78	0.0555682944838548
"c6D.loc170"	"6D"	190.78	0.0552682074876973
"BobWhite_c14066_403"	"6D"	191.270187	0.0548477772671633
"BobWhite_c5113_462"	"6D"	191.270188	0.0548477772671633
"D_contig14679_369"	"6D"	191.270189	0.0548477772671633
"D_contig22507_191"	"6D"	191.27019	0.0548477772671633
"D_contig24171_152"	"6D"	191.270191	0.0548477772671633
"D_contig24690_252"	"6D"	191.270192	0.0548477772671633
"D_contig55758_483"	"6D"	191.270193	0.0548477772671633
"D_F5MV3MU01ADAXD_197"	"6D"	191.270194	0.0548477772671633
"D_F5XZDLF02HAE1S_321"	"6D"	191.270195	0.0548477772671633
"D_GB5Y7FA02HFOHW_127"	"6D"	191.270196	0.0548477772671633
"D_GBF1XID01CULRS_223"	"6D"	191.270197	0.0548477772671633
"D_GBUVHFX01DKBFS_217"	"6D"	191.270198	0.0548477772671633
"D_GCE8AKX01CTXDI_46"	"6D"	191.270199	0.0548477772671633
"D_GCE8AKX01CWZ8Z_144"	"6D"	191.2702	0.0548477772671633
"D_GDS7LZN01COMN9_150"	"6D"	191.270201	0.0548477772671633
"D_wsnpbe497701_Contig1_2"	"6D"	191.270202	0.0548477772671633
"Excalibur_c12937_544"	"6D"	191.270203	0.0548477772671633
"Excalibur_c42372_1617"	"6D"	191.270204	0.0548477772671633
"Excalibur_c4445_307"	"6D"	191.270205	0.0548477772671633
"Excalibur_c4615_1610"	"6D"	191.270206	0.0548477772671633
"Excalibur_c8325_1317"	"6D"	191.270207	0.0548477772671633
"Kukri_c16093_636"	"6D"	191.270208	0.0548477772671633
"Tdurum_contig10863_885"	"6D"	191.270209	0.0548477772671633
"wsnp_CAP8_c1082_679830"	"6D"	191.27021	0.0548477772671633
"wsnp_Ku_c6882_11937794"	"6D"	191.270211	0.0548477772671633
"wsnp_Ra_c27787_37299352"	"6D"	191.270212	0.0548477772671633
"wsnp_RFL_Contig1427_580520"	"6D"	191.270213	0.0548477772671633
"wsnp_RFL_Contig2100_1362130"	"6D"	191.270214	0.0548477772671633
"wsnp_RFL_Contig4077_4583361"	"6D"	191.270215	0.0548477772671633
"wsnp_RFL_Contig4170_4764493"	"6D"	191.270216	0.0548477772671633
"c6D.loc171"	"6D"	191.78	0.0548477772671633
"wsnp_Ex_c56443_58561683"	"6D"	191.870217	0.0548477772671633
"c6D.loc172"	"6D"	192.78	0.0548477772671633
"IAAV8527"	"6D"	193.370218	0.0548477772671633
"c6D.loc173"	"6D"	193.78	0.0549679369046865
"c6D.loc174"	"6D"	194.78	0.0548477772671633
"Kukri_c31995_1948"	"6D"	194.980219	0.0548477772671633
"wsnp_Ex_c1690_3206784"	"6D"	194.98022	0.0548477772671633
"c6D.loc175"	"6D"	195.78	0.0573300982694324
"c6D.loc176"	"6D"	196.78	0.0575682902115493
"c6D.loc177"	"6D"	197.78	0.0558930659980446
"wsnp_Ra_c13881_21836489"	"6D"	197.880221	0.0558847766328227
"c6D.loc178"	"6D"	198.78	0.283777165010595
"c6D.loc179"	"6D"	199.78	0.300252352390391
"c6D.loc180"	"6D"	200.78	0.307213637836114
"c6D.loc181"	"6D"	201.78	0.329155042611753
"c6D.loc182"	"6D"	202.78	0.319907126923676
"c6D.loc183"	"6D"	203.78	0.298463346189407
"c6D.loc184"	"6D"	204.78	0.302083187809347
"c6D.loc185"	"6D"	205.78	0.284825511992231
"c6D.loc186"	"6D"	206.78	0.302049998705782
"Excalibur_c6102_344"	"6D"	207.240222	0.298672084221224
"c6D.loc187"	"6D"	207.78	0.294873783781955
"c6D.loc188"	"6D"	208.78	0.297463054279503
"c6D.loc189"	"6D"	209.78	0.304129930069925
"c6D.loc190"	"6D"	210.78	0.303448051204559
"c6D.loc191"	"6D"	211.78	0.296050539166854
"c6D.loc192"	"6D"	212.78	0.324956517102004
"c6D.loc193"	"6D"	213.78	0.28374507934091
"c6D.loc194"	"6D"	214.78	0.245096980744969
"BS00021881_51"	"6D"	215.260223	0.0548477772671633
"D_F5XZDLF02HW3JD_131"	"6D"	215.260224	0.0548477772671633
"D_GBUVHFX01BJ9CR_215"	"6D"	215.260225	0.0548477772671633
"RAC875_c11750_589"	"6D"	215.260226	0.0548477772671633
"c6D.loc195"	"6D"	215.78	0.142641800885845
"wsnp_Ex_c4894_8723248"	"6D"	216.240227	0.18935932569654
"c6D.loc196"	"6D"	216.78	0.14616824961655
"Excalibur_c3526_106"	"6D"	217.410228	0.0552682074876973
"c6D.loc197"	"6D"	217.78	0.136720721921254
"Excalibur_c80408_146"	"6D"	218.200229	0.176102293468385
"RAC875_rep_c113839_352"	"6D"	218.20023	0.1762775861888
"c6D.loc198"	"6D"	218.78	0.210151398836541
"CAP11_rep_c6864_291"	"6D"	218.920231	0.211306914578317
"Excalibur_rep_c70353_1084"	"6D"	218.920232	0.211306914578317
"c6D.loc199"	"6D"	219.78	0.226429376193555
"c6D.loc200"	"6D"	220.78	0.18862314838619
"c6D.loc201"	"6D"	221.78	0.109778431981015
"c6D.loc202"	"6D"	222.78	0.0223915695501343
"BS00011523_51"	"6D"	222.980233	0.00285347953808802
"c6D.loc203"	"6D"	223.78	0.0566303372619551
"c6D.loc204"	"6D"	224.78	0.121869338793746
"c6D.loc205"	"6D"	225.78	0.184375987056696
"c6D.loc206"	"6D"	226.78	0.240568475550873
"c6D.loc207"	"6D"	227.78	0.283176918617712
"Ra_c23837_298"	"6D"	228.770234	0.000528779278897117
"c6D.loc208"	"6D"	228.78	0.000528779278897117
"D_GA8KES401DM316_316"	"6D"	229.740235	6.10622663543836e-14
"D_GB5Y7FA02GW3NR_123"	"6D"	229.740236	6.10622663543836e-14
"D_GCE8AKX01DVTYJ_306"	"6D"	229.740237	6.10622663543836e-14
"D_GDS7LZN02FCELL_230"	"6D"	229.740238	6.10622663543836e-14
"Excalibur_c99149_140"	"6D"	229.740239	6.10622663543836e-14
"GENE-1655_366"	"6D"	229.74024	0.0235508994679911
"Kukri_c20152_490"	"6D"	229.740241	0.834431300849193
"Kukri_c48922_152"	"6D"	229.740242	0.836094947432517
"Kukri_c48922_244"	"6D"	229.740243	0.83652018353577
"RAC875_c20242_284"	"6D"	229.740244	0.83652018353577
"RAC875_rep_c70104_171"	"6D"	229.740245	0.83652018353577
"Tdurum_contig60549_397"	"6D"	229.740246	0.83652018353577
"c6D.loc209"	"6D"	229.78	0.8296178482165
"c6D.loc210"	"6D"	230.78	0.662877422791846
"c6D.loc211"	"6D"	231.78	0.465999351543099
"c6D.loc212"	"6D"	232.78	0.270643538012702
"c6D.loc213"	"6D"	233.78	0.1153786541773
